0,0.644621,0.662506
1,0.604486,0.639676
2,0.57048,0.623101
3,0.539211,0.607623
4,0.513391,0.594747
5,0.491564,0.582481
6,0.470686,0.573957
7,0.452579,0.56876
8,0.436374,0.566356
9,0.418648,0.554056
10,0.403033,0.546702
11,0.387921,0.542835
12,0.374839,0.543074
13,0.362489,0.534819
14,0.351288,0.535821
15,0.341011,0.538876
16,0.330069,0.537185
17,0.321154,0.539735
18,0.311651,0.535059
19,0.304367,0.539692
20,0.297375,0.54363
21,0.289923,0.542704
22,0.284278,0.542675
23,0.279268,0.546114
24,0.273727,0.548167
25,0.268896,0.550066
26,0.264835,0.549026
27,0.260509,0.55288
28,0.256816,0.551742
29,0.253594,0.550149
30,0.249243,0.551939
31,0.245455,0.557771
32,0.241585,0.559472
33,0.238941,0.565296
34,0.236188,0.566846
35,0.233653,0.570227
36,0.229842,0.574126
37,0.224297,0.578353
38,0.220558,0.581354
39,0.218788,0.585006
40,0.216126,0.581975
41,0.213461,0.585081
42,0.209821,0.58666
43,0.20692,0.590617
44,0.204368,0.594103
45,0.201773,0.596389
46,0.198774,0.597201
47,0.196965,0.598798
48,0.194555,0.597829
49,0.192437,0.599661
50,0.19058,0.602059
51,0.189321,0.602831
52,0.186738,0.604677
53,0.184898,0.60715
54,0.182446,0.607799
55,0.180055,0.609233
56,0.17823,0.611585
57,0.176999,0.611755
58,0.175253,0.611832
59,0.173525,0.612276
60,0.172716,0.613233
61,0.17124,0.614841
62,0.169061,0.61656
