0,0.643845,0.64377
1,0.603111,0.607645
2,0.567907,0.574023
3,0.538849,0.552596
4,0.513119,0.527453
5,0.48995,0.51034
6,0.46849,0.490763
7,0.450021,0.478009
8,0.432286,0.462689
9,0.415193,0.45521
10,0.401757,0.447525
11,0.389205,0.436092
12,0.3775,0.43208
13,0.367672,0.424696
14,0.357087,0.415799
15,0.34636,0.40465
16,0.338781,0.397583
17,0.331305,0.393365
18,0.322911,0.387408
19,0.316737,0.382952
20,0.309064,0.377331
21,0.302116,0.371978
22,0.295819,0.368095
23,0.290138,0.36241
24,0.284067,0.358016
25,0.277876,0.354372
26,0.273778,0.352618
27,0.269596,0.351635
28,0.264588,0.347353
29,0.260318,0.342575
30,0.256957,0.341728
31,0.252792,0.340577
32,0.24953,0.339278
33,0.245947,0.342728
34,0.243841,0.343277
35,0.241041,0.344146
36,0.239241,0.344885
37,0.23621,0.343668
38,0.233514,0.3451
39,0.231997,0.345214
40,0.22941,0.345569
41,0.226789,0.345894
42,0.224956,0.346467
43,0.222419,0.346536
44,0.216654,0.350859
45,0.215646,0.349933
46,0.212827,0.348939
47,0.208863,0.351423
48,0.20801,0.350747
49,0.203793,0.352995
50,0.20035,0.35293
51,0.19839,0.353037
52,0.195015,0.354096
53,0.193558,0.353893
54,0.190064,0.350533
55,0.188128,0.353243
56,0.18566,0.352814
57,0.183872,0.355195
58,0.182326,0.356923
59,0.179572,0.355716
60,0.176761,0.358568
61,0.176009,0.358599
62,0.17525,0.358241
63,0.174583,0.358771
64,0.172777,0.358344
65,0.170215,0.359562
66,0.168851,0.358601
67,0.165305,0.362946
68,0.164319,0.362391
69,0.16181,0.365381
70,0.160004,0.36914
71,0.158276,0.370707
72,0.156328,0.370311
73,0.154443,0.372148
74,0.153403,0.37249
75,0.152343,0.372684
76,0.151367,0.374268
77,0.150316,0.374446
78,0.149464,0.376998
79,0.148743,0.37589
80,0.147058,0.375645
81,0.145311,0.377383
